product_title,positive_rate
"Thymes Perfumed Travel Set and Beauty Bag - Contains Body Wash, Body Lotion & Hand Cream - Goldleaf",0.7142857142857143
"Tiramisu Coco for Unisex Eau De Parfum, 3.4 Fl. Oz",0.7857142857142857
Travalo Milano Perfume Atomizer Travel Refill U-Change System TSA Approved Reusable Airtight Easy Fill Mini Pump Sprayer Lightweight Portable Vegan Leather with Polished Metal Outer Shell Black 0.17oz,0.8333333333333334
"Travel Perfume Bottle Refillable – 5ml & 10ml Mini Fine Mist Spray Atomizer, Leak-Proof & Easy Refill, Small Pocket and Purse-Sized, TSA-Approved, for Men and Women (White, 5ml)",0.9
"Travel Perfume Bottle Refillable, 3 PCS 8ml Leak-Proof Travel Perfume Bottle Refillable, Lipstick-Size Perfume Atomizer, Atomizer Sprayer for Aftershave, Toner, Cologne",0.8235294117647058
"Travel Perfume Bottle Refillable, 5ml Perfume Atomizer, Portable Size Cologne Sprayer, Mini Empty Fragrance Spray Bottle (White)",0.9
"Travel Perfume Bottle Refillable,Perfume Travel Refillable Mini Spray Bottles Leather Cologne Dispenser, Portable Empty Perfume Spray Bottle Cologne Dispense Filling Perfume Atomizer 5ml (Golden)",0.8387096774193549
Tree Hut Moroccan Rose Fragrance Mist | Spritz On for a Refreshed Feel or Layer with Your Favorite Scents | Versatile Body Spray | 6 fl oz.,0.6565656565656566
"Uncluttered Designs Large Black Vanity Organizer - Countertop Mens Organizer With Drawers for Cologne, Deodorant, Beard, Shaving Lotion, Perfume & Skincare - Perfect for Bathroom & Bedroom Storage",0.54
"Underarmed Lavender + Eucalyptus Aluminum-Free Deodorant, Coconut + Essential Oils, Baking Soda, Raw Honey & Mineral Salt | Non-GMO Vegan Formula For Women & Men",0.44
"Underarmed Unscented Aluminum-Free Deodorant, Coconut + Essential Oils, Baking Soda, Raw Honey & Mineral Salt | Non-GMO Vegan Formula For Women & Men",0.44
Valentino Donna Born In Roma Intense for Women - 1.7 oz EDP Spray,0.6296296296296297
Valentino Valentino Donna Born In Roma EDP Spray Women 3.4 oz,0.78
"Venom Pheromone Perfume Collection, Phero Perfume, Women Perfume, Verola Perfume for Women, Specially Designed For Women, Portable Perfume Long Lasting Female",0.47368421052631576
"Victoria's Secret Bare Vanilla Body Mist, Spray for Women (8.4 oz)",0.88
"Victoria's Secret Bombshell Eau de Parfum, Notes of Purple Passion Fruit, Shangri-La Peony & Vanilla Orchid, Perfumes for Women (1.7 oz)",0.8282828282828283
"Victoria's Secret Bombshell Mini Fragrance Mist, Notes of Purple Passion Fruit, Shangri-La Peony & Vanilla Orchid, Travel Size Body Spray for Women (2.5 oz)",0.8
"Victoria's Secret Tease Eau de Parfum, Notes of White Gardenia, Anjou Pear & Black Vanilla, Perfumes for Women (1.7 oz)",0.8673469387755102
"Vitality Extracts Hair Envy - Natural Hair Growth Serum - 100% Pure Essential Oils, 15 Plant Extracts, No Synthetics, No Parabens - Strengthen Hair, Minimize Breakage, Stimulate Follicles",0.5353535353535354
"Vitality Extracts Skin Envy - Face Moisturizer Serum, Coconut Oil, Collagen, Vitamin E, Vegan, Frankincense Essential Care, Sandalwood Soothing, Clarifying, Skin Health",0.55
Women Pheromone Perfume - Long-lasting and Addictive Personal Roll-on Pheromone Perfume Oil Fragrance - Cologne for Women to Attract Men (Pack of 2),0.47
Wooden Perfume Organizer Stand for Women 4 Tier White Perfume Display Shelf Holder for Women’s Dresser Vanity Desktop Rack for Fragrance Figures Dessert Cupcakes Decoration,0.75
"YIZHAO Clear Glass Spray Bottles 1oz, with Small Fine Mist Spray, Metal Cap, Refillable for Essential Oil,Travel,Cleaning,Perfume,Aromatherapy,Makeup – 12 Pcs",0.5
"YIZHAO Clear Glass Spray Bottles 1oz, with Small Fine Mist Spray, Metal Cap, Refillable for Essential Oil,Travel,Cleaning,Perfume,Aromatherapy,Makeup – 6 Pcs",0.0
"Yamadura Mini Refillable Perfume Portable Atomizer Bottle Refillable Perfume Spray, Refill Pump Case for Traveling and Outgoing (5ml, 4 Pack) 4",0.75
"Yieach Clear Acrylic Risers Display Stands,3 Tiered Perfume Organizer and Cologne Shelf,Versatile Versatile Table Display for Cupcake,Funko Pop,Collectibles,Figure,Can and Spice Organizer for Cabinet",0.8181818181818182
"Yoolenatu Manual desktop perfume bottle crimping and capping tool machine, perfume bottle crimper,perfume bottle sealing machine (13 mm-15mm)",1.0
Yvonne's Perfume,1.0
"Zalida Wooden Cologne Organizer for Men 4 Tier of Perfume Display Holder of Drawer & 2 Hidden Compartments Larger Storage Space Mens Perfume Organizer Shelf Stand,Gift for Man (4T-Black Wood)",0.7857142857142857
"Zhehao 200 Pcs Mini Spray Bottles Clear Glass Perfume Bottles Refillable Fine Mist Perfume Atomizer Portable Empty Sample Bottles Containers for Cleaning, Essential Oils, Travel (5 ml, 10 ml)",0.75
"kai perfume oil - gardenia wrapped in white exotic flowers. eau de perfume roll-on oil, 1/8 oz., vegan, cruelty free, made in the usa",0.8
natura Kaiak Oceano Eau de Toliette (100ml),0.8888888888888888
